no_pili,latitude,longitude
PJY-K-262,2.96073,101.66503
PJY-K-263,2.96362,101.67097
PJY-K-264,2.96287,101.67142
PJY-K-265,2.96216,101.67164
PJY-K-266,2.96155,101.67184
PJY-K-267,2.96203,101.67258
PJY-K-268,2.96143,101.67253
PJY-K-269,2.96351,101.6725
PJY-K-270,2.96287,101.6727
PJY-K-271,2.9624,101.67213
PJY-K-272,2.96307,101.67207
PJY-K-273,2.964189,101.673572
PJY-K-274,2.96476,101.67363
PJY-K-275,2.96483,101.67443
PJY-K-276,2.964356,101.674064
PJY-K-277,2.96466,101.67286
PJY-K-278,2.964047,101.673024
PJY-K-279,2.96441,101.67233
PJY-K-280,2.96395,101.6724
PJY-K-281,2.96423,101.6719
PJY-K-282,2.96358,101.67192
PJY-K-283,2.96374,101.67129
PJY-K-284,2.96407,101.67091
PJY-K-285,2.96442,101.67106
PJY-K-286,2.96473,101.67175
PJY-K-287,2.96487,101.67234
PJY-K-288,2.96534,101.67265
PJY-K-289,2.96525,101.67342
PJY-K-290,2.96574,101.67374
PJY-K-291,2.96547,101.67403
PJY-K-292,2.96577,101.67448
PJY-K-293,2.9653,101.67477
PJY-K-294,2.96416,101.67458
PJY-K-295,2.96351,101.67515
PJY-K-296,2.96408,101.67581
PJY-K-297,2.96492,101.67603
PJY-K-298,2.96412,101.67495
PJY-K-299,2.96466,101.67518
PJY-K-300,2.96547,101.67547
PJY-K-301,2.96565,101.67633
PJY-K-302,2.966,101.67511
PJY-K-303,2.96625,101.67591
PJY-K-304,2.96645,101.6765
PJY-K-305,2.967659,101.674796
PJY-K-306,2.967451,101.675328
PJY-K-307,2.967152,101.675984
PJY-K-308,2.96682,101.67528
PJY-K-309,2.96705,101.67458
PJY-K-310,2.967271,101.673925
PJY-K-311,2.96652,101.67399
PJY-K-312,2.9664,101.67334
PJY-K-313,2.966926,101.673209
PJY-K-314,2.96731,101.67361
PJY-K-315,2.96536,101.67827
PJY-K-316,2.96404,101.67919
PJY-K-317,2.96311,101.67932
PJY-K-318,2.96341,101.67854
PJY-K-319,2.965207,101.672133
PJY-K-320,2.965634,101.673168
PJY-K-321,2.580095,101.410718
PJY-K-322,2.579791,101.410938
PJY-K-323,2.572009,101.406197
PJY-K-324,2.571429,101.405903
PJY-K-325,2.570891,101.40565
PJY-K-326,2.57218,101.405854
PJY-K-327,2.572575,101.406095
PJY-K-328,2.573683,101.408793
PJY-L-001,2.95816,101.70415
PJY-L-002,2.9574,101.70382
PJY-L-003,2.95767,101.70295
PJY-L-004,2.95863,101.70262
PJY-L-005,2.95778,101.70243
PJY-L-006,2.9595,101.70607
PJY-L-007,2.95989,101.7053
PJY-L-008,2.95983,101.70496
PJY-L-009,2.95952,101.70665
PJY-L-010,2.96009,101.70725
PJY-L-011,2.95952,101.70714
PJY-L-012,2.95885,101.70648
PJY-L-013,2.95841,101.7069
PJY-L-014,2.95903,101.70753
PJY-L-015,2.95854,101.70803
PJY-L-016,2.95796,101.70741
PJY-L-017,2.96,101.70768
PJY-L-018,2.95935,101.70949
PJY-M-001,2.96264,101.69585
PJY-M-002,2.96,101.69547
PJY-M-003,2.95957,101.69638
PJY-M-004,2.96025,101.69453
PJY-M-005,2.96596,101.69458
PJY-M-006,2.96732,101.69427
PJY-M-007,2.96959,101.69189
PJY-M-008,2.97132,101.69226
PJY-M-009,2.97192,101.69212
PJY-M-010,2.96361,101.69805
PJY-M-011,2.97089,101.69241
PJY-N-001,2.948533,101.718213
PJY-N-002,2.947895,101.718543
PJY-N-003,2.947095,101.718901
PJY-N-004,2.946865,101.71977
PJY-N-005,2.947063,101.720496
PJY-N-006,2.947422,101.720951
PJY-N-007,2.948357,101.720742
PJY-N-008,2.951146,101.715516
PJY-N-009,2.9479,101.71751
PJY-N-010,2.94727,101.71774
PJY-N-011,2.94657,101.71838
PJY-N-012,2.94574,101.71822
PJY-N-013,2.94477,101.71838
PJY-N-014,2.94405,101.71757
PJY-N-015,2.94366,101.71709
PJY-N-016,2.9437,101.71642
PJY-N-017,2.94512,101.71595
PJY-N-018,2.94578,101.71619
PJY-N-019,2.94579,101.71699
PJY-N-020,2.94458,101.71754
PJY-N-021,2.94648,101.71707
PJY-N-022,2.94528,101.71658
PJY-N-023,2.94438,101.71674
PJY-N-024,2.94743,101.71476
PJY-N-025,2.94812,101.71487
PJY-N-026,2.94775,101.71401
PJY-N-027,2.94873,101.71484
PJY-N-028,2.94528,101.71658
PJY-N-029,2.94885,101.714045
PJY-N-030,2.95026,101.71503
PJY-N-031,2.94969,101.71505
PJY-N-032,2.9494,101.71449
PJY-N-033,2.95083,101.71484
PJY-N-034,2.950323,101.713525
PJY-N-035,2.951966,101.715888
PJY-N-036,2.951618,101.715196
PJY-N-037,2.9544,101.71999
PJY-N-038,2.95388,101.7196
PJY-N-039,2.954554,101.719431
PJY-N-040,2.95393,101.71909
PJY-N-041,2.95445,101.7188
PJY-N-042,2.9544,101.72176
PJY-N-043,2.9537,101.72178
PJY-N-044,2.95264,101.72147
PJY-N-045,2.95358,101.72125
PJY-N-046,2.954504,101.720968
PJY-N-047,2.953918,101.720664
PJY-N-048,2.953237,101.720793
PJY-N-049,2.952879,101.716344
PJY-N-050,2.953382,101.71565
PJY-N-051,2.952887,101.715425
PJY-N-052,2.952567,101.716034
PJY-N-053,2.954418,101.716124
PJY-N-054,2.954039,101.716657
PJY-N-055,2.953522,101.716936
PJY-N-056,2.954517,101.716824
PJY-N-057,2.954054,101.717422
PJY-N-058,2.950869,101.725966
PJY-N-059,2.950078,101.725558
PJY-N-060,2.95006,101.726172
PJY-N-061,2.950364,101.726643
PJY-N-062,2.95261,101.73191
PJY-N-063,2.95163,101.73194
PJY-N-064,2.95101,101.73129
PJY-N-065,2.95209,101.73125
PJY-N-066,2.94494,101.71963
PJY-N-067,2.94565,101.7201
PJY-N-068,2.94582,101.7195
PJY-N-069,2.946165,101.720527
PJY-N-070,2.9468,101.72089
PJY-N-071,2.94768,101.7199
PJY-N-072,2.94812,101.71931
PJY-N-073,2.94878,101.71885
PJY-N-074,2.94902,101.71845
PJY-N-075,2.94917,101.71931
PJY-N-076,2.9494,101.7199
PJY-N-077,2.94947,101.71777
PJY-N-078,2.94988,101.71812
PJY-N-079,2.94995,101.71725
PJY-N-080,2.95038,101.71774
PJY-N-081,2.95045,101.71671
PJY-N-082,2.951,101.71748
PJY-N-083,2.95112,101.71642
PJY-N-084,2.95147,101.71748
PJY-N-085,2.95187,101.71642
PJY-N-086,2.95227,101.71733
PJY-N-087,2.95248,101.71674
PJY-N-088,2.95282,101.72195
PJY-N-089,2.95378,101.72189
PJY-N-090,2.954456,101.7219
PJY-N-091,2.95453,101.72263
PJY-N-092,2.9545,101.7234
PJY-N-093,2.95448,101.72432
PJY-N-094,2.95352,101.72362
PJY-N-095,2.95297,101.72359
PJY-N-096,2.9528,101.72283
PJY-N-097,2.95232,101.72572
PJY-N-098,2.95215,101.72643
PJY-N-099,2.9516,101.72623
PJY-N-100,2.95115,101.72559
PJY-N-101,2.95123,101.7249
PJY-N-102,2.95182,101.7252
PJY-N-103,2.95157,101.72538
PJY-N-104,2.95418,101.7265
PJY-N-105,2.95338,101.72653
PJY-N-106,2.95252,101.72653
PJY-N-107,2.952526,101.725925
PJY-N-108,2.952399,101.72531
PJY-N-109,2.952255,101.724741
PJY-N-110,2.952533,101.724568
PJY-N-111,2.95286,101.724165
PJY-N-112,2.953571,101.724486
PJY-N-113,2.954108,101.725092
PJY-N-114,2.954233,101.72579
PJY-N-115,2.95364,101.725851
PJY-N-116,2.953227,101.725838
PJY-O-001,2.93984,101.72166
PJY-O-002,2.93914,101.72166
PJY-O-003,2.93877,101.72125
PJY-O-004,2.938841,101.720884
PJY-O-005,2.93987,101.72072
PJY-O-006,2.9405,101.72071
PJY-O-007,2.94097,101.72092
PJY-O-008,2.94152,101.72078
PJY-O-009,2.94198,101.72088
PJY-O-010,2.941646,101.721336
PJY-O-011,2.94081,101.72148
PJY-O-012,2.9405,101.72087
PJY-O-013,2.94246,101.72032
PJY-O-014,2.942,101.71996
PJY-O-015,2.94277,101.71964
PJY-O-016,2.94327,101.71946
PJY-O-017,2.9431,101.72072
PJY-O-018,2.94269,101.72127
PJY-O-019,2.94514,101.72099
PJY-O-020,2.94498,101.72147
PJY-O-021,2.94484,101.72203
PJY-O-022,2.94448,101.72189
PJY-O-023,2.9438,101.72192
PJY-O-024,2.94393,101.72235
PJY-O-025,2.94395,101.72322
PJY-O-026,2.94455,101.72384
PJY-O-027,2.94505,101.72346
PJY-O-028,2.94504,101.72255
PJY-O-029,2.9454,101.72195
PJY-O-030,2.94572,101.72099
PJY-O-031,2.94606,101.72168
PJY-O-032,2.94639,101.72229
PJY-O-033,2.94647,101.72299
PJY-O-034,2.94614,101.72298
PJY-O-035,2.94546,101.72259
PJY-O-036,2.94554,101.72326
PJY-O-037,2.94552,101.72422
PJY-O-038,2.93229,101.67354
PJY-O-039,2.94676,101.72357
PJY-O-040,2.94658,101.72408
PJY-O-041,2.94711,101.72478
PJY-O-042,2.939859,101.715643
PJY-O-043,2.94009,101.71613
PJY-O-044,2.93926,101.71681
PJY-O-045,2.9391,101.7176
PJY-O-046,2.9391,101.71651
PJY-O-047,2.9391,101.71552
PJY-O-048,2.93951,101.71556
PJY-O-049,2.93851,101.71618
PJY-O-050,2.93774,101.71608
PJY-O-051,2.93718,101.71473
PJY-O-052,2.93796,101.71494
PJY-O-053,2.9375,101.71513
PJY-O-054,2.93634,101.71597
PJY-O-055,2.93584,101.71673
PJY-O-056,2.93543,101.71582
PJY-O-057,2.93518,101.71658
PJY-O-058,2.93477,101.71564
PJY-O-059,2.9346,101.71638
PJY-O-060,2.93447,101.71551
PJY-O-061,2.93411,101.71416
PJY-O-062,2.9344,101.71349
PJY-O-063,2.93502,101.71357
PJY-O-064,2.93462,101.71432
PJY-O-065,2.93448,101.71474
PJY-O-066,2.93498,101.71498
PJY-O-067,2.93521,101.71465
PJY-O-068,2.93553,101.714
PJY-O-069,2.93608,101.71406
PJY-O-070,2.93571,101.71478
PJY-O-071,2.93554,101.71512
PJY-O-072,2.93637,101.71507
PJY-O-073,2.93676,101.71437
PJY-O-074,2.93704,101.71498
PJY-O-075,2.93199,101.71491
PJY-O-076,2.93192,101.71558
PJY-O-077,2.93235,101.71691
PJY-O-078,2.93285,101.71775
PJY-O-079,2.93304,101.71836
PJY-O-080,2.93409,101.71777
PJY-O-081,2.93346,101.71726
PJY-O-082,2.9332,101.71638
PJY-O-083,2.93315,101.71552
PJY-O-084,2.93317,101.71483
PJY-O-085,2.93242,101.71506
PJY-O-086,2.93241,101.71535
PJY-O-087,2.93248,101.71609
PJY-O-088,2.93279,101.71686
PJY-O-089,2.93352,101.71277
PJY-O-090,2.93375,101.71197
PJY-O-091,2.93308,101.71188
PJY-O-092,2.93255,101.71323
PJY-O-093,2.93199,101.7138
PJY-O-094,2.93116,101.71401
PJY-O-095,2.93036,101.71394
PJY-O-096,2.93065,101.71478
PJY-O-097,2.9311,101.71547
PJY-O-098,2.93127,101.71629
PJY-O-099,2.93143,101.71686
PJY-O-100,2.93185,101.7175
PJY-O-101,2.93213,101.7183
PJY-O-102,2.93248,101.71871
PJY-O-103,2.93202,101.71289
PJY-O-104,2.93136,101.7133
PJY-O-105,2.93048,101.71329
PJY-O-106,2.9301,101.71269
PJY-O-107,2.93105,101.71272
PJY-O-108,2.9314,101.71246
PJY-P-001,2.93209,101.70563
PJY-P-002,2.932009,101.704856
PJY-P-003,2.93222,101.70413
PJY-P-004,2.93198,101.70322
PJY-P-005,2.93111,101.70364
PJY-P-006,2.93157,101.70414
PJY-P-007,2.93143,101.70486
PJY-P-008,2.93135,101.70573
PJY-P-009,2.93168,101.70638
PJY-P-010,2.93121,101.69716
PJY-P-011,2.9303,101.69683
PJY-P-012,2.9318,101.69728
PJY-P-013,2.93611,101.71049
PJY-P-014,2.93557,101.7103
PJY-P-015,2.93518,101.70991
PJY-P-016,2.93457,101.71047
PJY-P-017,2.93453,101.71115
PJY-P-018,2.93505,101.71152
PJY-P-019,2.93589,101.71129
PJY-P-020,2.93243,101.70885
PJY-P-021,2.93202,101.70796
PJY-P-022,2.93168,101.70728
PJY-P-023,2.93112,101.7075
PJY-P-024
PJY-P-025,2.93284,101.71006
PJY-P-026,2.93212,101.70792
PJY-P-027,2.93141,101.70932
PJY-P-028,2.93127,101.70898
PJY-P-029,2.93318,101.70889
PJY-P-030,2.93304,101.70835
PJY-P-031,2.93398,101.70839
PJY-P-032,2.93435,101.709
PJY-P-033,2.93382,101.70956
PJY-P-034,2.92974,101.69644
PJY-P-035,2.93254,101.70721
PJY-P-036,2.93198,101.70695
PJY-P-037,2.9321,101.70769
PJY-P-038,2.93324,101.70821
PJY-P-039,2.93381,101.70757
PJY-P-040,2.92772,101.70042
PJY-P-041,2.92686,101.70013
PJY-P-042,2.92912,101.70065
PJY-P-043,2.92925,101.70037
PJY-P-044,2.9298,101.69956
PJY-P-045,2.928356,101.699968
PJY-P-046,2.93429,101.70858
PJY-P-047,2.93421,101.7082
PJY-P-048,2.93358,101.7016
PJY-P-049,2.93107,101.70677
PJY-P-050,2.93081,101.70624
PJY-P-051,2.93043,101.70643
PJY-P-052,2.930474,101.705807
PJY-P-053,2.93302,101.70396
PJY-P-054,2.933094,101.704902
PJY-P-055,2.934261,101.707199
PJY-P-056,2.932857,101.706689
PJY-P-057,2.935128,101.707851
PJY-P-058,2.934713,101.707816
PJY-P-059,2.935039,101.708608
PJY-P-060,2.93426,101.70567
PJY-P-061,2.9344,101.70639
PJY-P-062,2.93572,101.70736
PJY-P-063,2.93501,101.70701
PJY-P-064,2.93517,101.71027
PJY-P-065,2.93565,101.70985
PJY-P-066,2.935564,101.708748
PJY-P-067,2.93671,101.70881
PJY-P-068,2.93685,101.70869
PJY-P-069,2.93732,101.70915
PJY-P-070,2.93737,101.70938
PJY-P-071,2.93656,101.70968
PJY-P-072,2.93603,101.70981
PJY-P-073,2.93641,101.70903
PJY-P-074,2.93274,101.70565
PJY-P-075,2.93302,101.70312
PJY-P-076,2.929937,101.705753
PJY-P-077,2.930589,101.705488
PJY-P-078,2.93072,101.704763
PJY-P-079,2.93055,101.70427
PJY-P-080,2.9299,101.70425
PJY-Q-001,2.92705,101.70461
PJY-Q-002,2.92646,101.70467
PJY-Q-003,2.92612,101.70531
PJY-Q-004,2.92786,101.70519
PJY-Q-005,2.9284,101.70541
PJY-Q-006,2.92881,101.7059
PJY-Q-007,2.92891,101.70667
PJY-Q-008,2.92804,101.70669
PJY-Q-009,2.92791,101.70601
PJY-Q-010,2.92738,101.70572
PJY-Q-011,2.92298,101.70488
PJY-Q-012,2.92242,101.70459
PJY-Q-013,2.92159,101.70431
PJY-Q-014,2.92112,101.70496
PJY-Q-015,2.92182,101.70518
PJY-Q-016,2.92283,101.70561
PJY-Q-017,2.92322,101.70581
PJY-Q-018,2.9239,101.7061
PJY-Q-019,2.92378,101.70671
PJY-Q-020,2.92323,101.70335
PJY-Q-021,2.92323,101.70399
PJY-Q-022,2.92448,101.70072
PJY-Q-023,2.92526,101.70057
PJY-Q-024,2.9253,101.70103
PJY-Q-025,2.92572,101.70163
PJY-Q-026,2.92566,101.70207
PJY-Q-027,2.92495,101.70176
PJY-Q-028,2.92408,101.70168
PJY-Q-029,2.92375,101.70112
PJY-Q-030,2.92444,101.70132
PJY-Q-031,2.9201,101.70401
PJY-Q-032,2.92072,101.70446
PJY-Q-033,2.92062,101.70516
PJY-Q-034,2.91985,101.70581
PJY-Q-035,2.91921,101.70618
PJY-Q-036,2.91879,101.70637
PJY-Q-037,2.91816,101.70655
PJY-Q-038,2.91785,101.70597
PJY-Q-039,2.91812,101.7052
PJY-Q-040,2.91862,101.70453
PJY-Q-041,2.91925,101.70397
PJY-Q-042,2.91988,101.70483
PJY-Q-043,2.9186,101.70589
PJY-R-001,2.912792,101.694088
PJY-R-002,2.912889,101.693245
PJY-R-003,2.913024,101.692727
PJY-R-004,2.913744,101.693582
PJY-R-005,2.913022,101.693715
PJY-R-006,2.913469,101.692547
PJY-R-007,2.913225,101.694426
PJY-R-008,2.913815,101.694684
PJY-R-009,2.913476,101.695161
PJY-R-010,2.913986,101.695503
PJY-R-011,2.913644,101.696143
PJY-R-012,2.914127,101.696448
PJY-R-013,2.913554,101.696916
PJY-R-014,2.914301,101.697393
PJY-R-015,2.91479,101.696939
PJY-R-016,2.91444,101.696871
PJY-R-017,2.914879,101.697846
PJY-R-018,2.915713,101.697781
PJY-R-019,2.915219,101.697945
PJY-R-020,2.915986,101.698355
PJY-R-021,2.916403,101.697992
PJY-R-022,2.915802,101.698632
PJY-R-023,2.916208,101.698722
PJY-R-024,2.915269,101.689584
PJY-R-025,2.915689,101.698869
PJY-R-026,2.917343,101.699529
PJY-R-027,2.918372,101.698708
PJY-R-028,2.918894,101.697883
PJY-R-029,2.919007,101.698711
PJY-R-030,2.919757,101.698665
PJY-R-031,2.919987,101.698111
PJY-R-032,2.920513,101.697843
PJY-R-033,2.919809,101.697332
PJY-R-034,2.923278,101.698163
PJY-R-035,2.922939,101.697725
PJY-R-036,2.924175,101.697755
PJY-R-037,2.923672,101.697534
PJY-R-038,2.92396,101.696842
PJY-R-039,2.923653,101.696063
PJY-R-040,2.923121,101.696396
PJY-R-041,2.923105,101.696965
PJY-R-042,2.913245,101.690859
PJY-R-043,2.913219,101.690859
PJY-R-044,2.913197,101.689287
PJY-R-045,2.912093,101.689043
PJY-R-046,2.913011,101.688704
PJY-R-047,2.91174,101.688144
PJY-R-048,2.915686,101.696193
PJY-R-049,2.91495,101.696261
PJY-R-050,2.915765,101.69714
PJY-R-051,2.916425,101.69743
PJY-R-052,2.916417,101.696767
PJY-R-053,2.916252,101.696186
PJY-R-054,2.918387,101.694994
PJY-R-055,2.920485,101.695135
PJY-R-056,2.920453,101.69462
PJY-R-057,2.920161,101.694074
PJY-R-058,2.919454,101.693647
PJY-R-059,2.918895,101.693414
PJY-R-060,2.918534,101.693083
PJY-R-061,2.918034,101.693047
PJY-R-062,2.917729,101.69384
PJY-R-063,2.918389,101.694088
PJY-R-064,2.919282,101.694499
PJY-R-065,2.920219,101.694915
PJY-R-066,2.918676,101.692888
PJY-R-067,2.919211,101.693133
PJY-R-068,2.919671,101.693476
PJY-R-069,2.920148,101.69377
PJY-R-070,2.921002,101.694174
PJY-R-071,2.921553,101.693592
PJY-R-072,2.921449,101.692976
PJY-R-073,2.920833,101.69271
PJY-R-074,2.920123,101.692848
PJY-R-075,2.919453,101.692473
PJY-R-076,2.918817,101.692075
PJY-R-077,2.918477,101.692429
PJY-R-078,2.549001,101.416182
PJY-R-079,2.549007,101.416228
PJY-R-080,2.548698,101.415594
PJY-R-081,2.548598,101.414498
PJY-S-001,2.90441,101.68838
PJY-S-002,2.90407,101.68829
PJY-S-003,2.90404,101.68707
PJY-S-004,2.90334,101.68652
PJY-S-005,2.90194,101.68893
PJY-S-006,2.90164,101.68787
PJY-S-007,2.90161,101.68725
PJY-S-008,2.90166,101.68706
PJY-S-009,2.901,101.68745
PJY-S-010,2.90038,101.68764
PJY-S-011,2.90792,101.6888
PJY-S-012,2.90215,101.68937
PJY-S-013,2.90192,101.6899
PJY-S-014,2.90096,101.6901
PJY-S-015,2.90514,101.68736
PJY-S-016,2.90541,101.68652
PJY-S-017,2.90577,101.68714
PJY-S-018,2.90563,101.68597
PJY-S-019,2.90468,101.68567
PJY-T-001,2.88285,101.66856
PJY-T-002,2.8838,101.6688
PJY-T-003,2.88369,101.66849
PJY-T-004,2.88567,101.67307
PJY-T-005,2.885,101.67392
PJY-T-006,2.88555,101.67365
PJY-T-007,2.88627,101.67493
P14-A-001,2.93678,101.69591
P14-A-002,2.9362,101.69598
P14-A-003,2.93474,101.69492
P14-A-004,2.93444,101.69419
P14-A-005,2.93441,101.69517
P14-A-006,2.93454,101.69585
P14-A-007,2.93478,101.69647
P14-A-008,2.93537,101.69703
P14-A-009,2.93609,101.6969
P14-A-010,2.9369,101.69672
P14-A-011,2.9374,101.69601
P14-A-012,2.93746,101.6959
P14-A-013,2.93712,101.69514
P14-A-014,2.93697,101.69441
P14-A-015,2.937041,101.693786
P14-A-016,2.93568,101.69465
P14-A-017,2.93519,101.69482
P14-A-018,2.93527,101.69553
P14-A-019,2.93546,101.69641
P14-A-020,2.93641,101.69461
P14-A-021,2.93861,101.69335
P14-A-022,2.93838,101.69356
P14-A-022,2.93838,101.69356
P14-A-023,2.93769,101.69308
P14-A-024,2.93787,101.69241
P14-A-025,2.93859,101.69131
P14-A-026,2.93944,101.69158
P14-A-027,2.94023,101.69163
P14-A-028,2.93961,101.69226
P14-A-029,2.93902,101.69256
P14-A-030,2.93937,101.69292
P14-A-031,2.9394,101.69383
P14-A-032,2.93909,101.69431
P14-A-033,2.93767,101.7008
P14-A-034,2.93748,101.69943
P14-A-035,2.93631,101.69971
P14-A-036,2.93681,101.69897
P14-A-037,2.93616,101.69869
P14-A-038,2.93571,101.6992
P14-A-039,2.93536,101.69972
P14-A-040,2.93462,101.70007
P14-A-041,2.93539,101.70081
P14-A-042,2.93708,101.70092
P14-A-043,2.937115,101.700918
P14-A-044,2.93775,101.70014
P14-A-045,2.93612,101.70116
P14-A-046,2.93667,101.70071
P14-A-047,2.93711,101.7001
P14-A-048,2.935045,101.698413
P14-A-049,2.93564,101.6919
P14-A-050,2.93491,101.69193
P14-A-051,2.93442,101.69147
P14-A-052,2.93448,101.69067
P14-A-053,2.93507,101.69024
P14-A-054,2.93507,101.69024
P14-A-055,2.93586,101.69023
P14-A-056,2.93606,101.69063
P14-A-057,2.93614,101.69116
P14-A-058,2.939,101.70358
P14-A-059,2.93995,101.70462
P14-A-060,2.93839,101.70598
P14-A-061,2.93783,101.70554
P14-A-062,2.93722,101.70515
P14-A-063,2.93947,101.70544
P14-A-064,2.93891,101.70562
P14-A-065,2.9344,101.70557
P14-A-066,2.93766,101.70504
P14-A-067,2.93722,101.70477
P14-A-068,2.93818,101.70522
P14-A-069,2.93844,101.70377
P14-A-070,2.93907,101.7043
P14-A-071,2.93843,101.70341
P14-A-072,2.93784,101.70313
P14-A-073,2.93855,101.70363
P14-A-074,2.938,101.7034
P14-A-075,2.93657,101.70437
P14-A-076,2.94319,101.69887
P14-A-077,2.94082,101.69925
P14-A-078,2.94032,101.6987
P14-A-079,2.93984,101.69793
P14-A-080,2.93983,101.69716
P14-A-081,2.94043,101.69659
P14-A-082,2.94125,101.69658
P14-A-083,2.94204,101.69788
P14-A-084,2.942,101.69784
P14-A-085,2.94268,101.6983
P14-A-086,2.9397,101.7008
P14-A-087,2.94152,101.70592
P14-A-088,2.94187,101.70546
P14-A-089,2.93944,101.70495
P14-A-090,2.94384,101.69527
P14-A-091,2.94295,101.69375
P14-A-092,2.94271,101.69264
P14-A-093,2.94394,101.69432
P14-A-094,2.94467,101.69502
P14-A-095,2.94572,101.69552
P14-A-096,2.94691,101.69553
P14-A-097,2.95018,101.69958
P14-A-098,2.95144,101.7041
P14-A-099,2.94465,101.6934
P14-A-100,2.94529,101.69431
P14-A-101,2.942984,101.700241
P14-A-102,2.94351,101.69971
P14-A-103,2.94323,101.69936
P14-A-104,2.94257,101.69997
P14-A-105,2.945511,101.700225
P14-A-106,2.946013,101.700107
P14-A-107,2.94586,101.700942
P14-A-108,2.945222,101.701248
P14-A-109,2.945231,101.701755
P14-A-110,2.944749,101.702011
P14-A-111,2.9333,101.69032
P14-A-112,2.932799,101.690046
P14-A-113,2.93242,101.68999
P14-A-114,2.9319,101.68987
P14-A-115,2.93952,101.70535
P14-A-116,2.944686,101.701332
P14-A-117,2.94318,101.705786
P14-A-118,2.94359,101.70699
P14-A-119,2.94357,101.70634
P14-A-120,2.94323,101.70589
P14-A-121,2.94258,101.7059
P14-A-122,2.94382,101.70721
P14-A-123,2.94343,101.70745
P14-A-124,2.94282,101.70747
P14-M-001,2.96264,101.69585
P14-P-001,2.93209,101.70563
P14-P-002,2.93209,101.70563